,history,physics,university,engineering,computer,research,science,vanderbilt,rochester,ub,faculty,professor,award,buffalo,department,studies,arts,graduate,information,latin
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test142.csv,-0.0,-0.0,-1.4324605699574353,21.454186763141905,3.5705544930937725,2.1778348975513917,9.086289294606745,6.353851054976847,-0.0,-0.0,5.065669211707204,4.723275127129127,-0.0906374046925621,-0.0,-0.09202517921731704,-0.0,-0.0,0.4184371483655867,2.478931098480793,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test143.csv,-0.0,-0.0,16.996398775109114,91.47781501372819,47.58618743623733,7.24011453041679,27.90323996932686,22.343582397764468,-0.0,-0.0,9.372486883946959,0.3374441020281086,-0.02759217096744363,-0.0,9.05466550567229,1.0924277610634066,-0.0,0.9713751702401928,0.763157161927511,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test144.csv,-0.0,-0.0,-1.3879673775637764,21.50138477854569,3.620178585167448,2.218728278899879,9.155054855566293,6.418027736899389,-0.0,-0.0,5.111101142597458,4.745958711572007,-0.08917184347194726,-0.0,-0.08802687840710544,-0.0,-0.0,0.4263947598386277,2.495406428178614,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test145.csv,-0.0,-0.0,28.447556141073022,15.165267778936284,2.561723320391226,1.5724736031186706,7.271961978968964,4.535240596868073,-0.0,-0.0,3.610804066809688,0.7841650829113715,-0.06230426710802496,-0.0,-0.061784010543079096,-0.0,-0.0,0.30229576978285005,1.7633899997636697,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test146.csv,-0.0,-0.0,20.486052289238685,18.569078433527526,7.992112450766897,1.9338748720155268,0.7167720826649846,5.561968322235036,-0.0,-0.0,4.426834449019531,4.1058467441426405,-0.07551799637726397,-0.0,-0.07523026700994828,-0.0,-0.0,2.7436462911222828,2.1622403290567656,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test147.csv,-0.0,-0.0,11.312409296691898,21.594860691934286,0.3589274777894399,2.259278336824146,3.679044089282924,6.479446652863614,-0.0,-0.0,5.155625269510998,19.057643342555668,-0.08696160853735195,-0.0,-0.08703278049015237,-0.0,-0.0,0.43622915612380314,7.1829379078503335,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test148.csv,-0.0,-0.0,8.917811673974287,39.61814073972653,2.3302985214836975,15.041142163631333,11.789359972922215,14.29968013797536,-0.0,-0.0,3.2704870110650415,6.814567375920091,0.9383946806683902,-0.0,-0.054850701015239825,-0.0,-0.0,0.2776680428550095,1.5989506155382711,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test149.csv,-0.0,2.675632033132784,-1.0968834480124239,27.641363163638093,3.100702753207622,5.985798004833827,14.354882245373512,5.465867438549501,-0.0,-0.0,4.344810882985452,0.9573493785739078,-0.070622256123775,-0.0,-0.07236518436551094,-0.0,-0.0,0.3700194385938345,2.1244472791292948,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test15.csv,66.89288908625909,-0.0,47.69369993452834,-0.0,-0.0,0.785909988883461,-0.022861146489392588,10.260599219851361,-0.0,-0.0,0.8012603927362113,0.9172321606831179,3.954598321064392,-0.0,0.28202874661777166,8.974153603341481,-0.0,2.48381622273136,1.0770774475530687,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test150.csv,-0.0,-0.0,-1.2714289028048467,21.664528106302356,3.717318229870347,2.3217975160864897,9.294321184563094,6.58184155261325,-0.0,-0.0,5.214938992211352,4.8305370058912835,-0.0794724858458169,-0.0,-0.08496759046791455,-0.0,-0.0,0.45128773188539506,2.553019894317406,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test151.csv,-0.0,-0.0,1.5958018486233339,21.687635709999626,3.7330099344632934,7.206470653629829,4.515696964036584,13.523816232352694,-0.0,-0.0,5.22871741572817,4.842716975941717,-0.07873482875083627,-0.0,-0.0846346349280762,-0.0,-0.0,0.45394600988033973,2.560438992142582,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test152.csv,-0.0,-0.0,13.582542757010101,100.71068611665804,1.0564466305190565,9.486025241854783,7.208025995777209,5.944892324613221,-0.0,-0.0,7.609396824299187,3.0609263121709476,6.642061769180262,-0.0,0.9483625249456296,0.1785623693300898,-0.0,0.9119035171774119,0.7236672616714701,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test153.csv,-0.0,-0.0,11.626003141431573,21.733679467854436,11.845207415463738,7.2708390728321834,4.562041616914497,6.654585048933756,-0.0,-0.0,5.273638381247138,4.876367994041231,-0.07264172597387114,-0.0,-0.08253685912003045,-0.0,-0.0,0.4619151014515354,2.576877416863761,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test154.csv,-0.0,-0.0,20.912176030350864,18.734863695813083,3.257842532696036,2.061619928264957,3.9410077381990183,5.7464649365316705,-0.0,-0.0,4.5529887838723315,1.0257214206873662,-0.06191880163083337,-0.0,-0.07078702900859604,-0.0,-0.0,0.4000449147394334,2.225348399148532,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test155.csv,-0.0,-0.0,-0.8512961499667991,33.78697515309288,6.83621128443104,1.7356284571546068,9.430948689318042,4.825489477499569,-0.0,-0.0,3.8223475162386165,0.8628747898739851,-0.05131022878850722,-0.0,-0.05902515403194821,-0.0,-0.0,0.33685545535815586,1.868638515129266,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test156.csv,-0.0,-0.0,26.56622124591481,14.085482703567934,39.39921982278111,1.563688054831357,6.095765554326692,4.336722303168832,-0.0,-0.0,3.434233884686336,0.7767685115811676,-0.04549336653401309,-0.0,-0.05266434228212356,-0.0,-0.0,0.3035185559895696,1.6791683818667071,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test16.csv,90.95256015287725,-0.0,1.6048970371957674,-0.0,-0.0,-0.09787831331767081,-0.0,12.414551838061232,-0.0,-0.0,0.6609187863164407,0.9227874701767615,0.19963053389226676,-0.0,2.911502023923725,1.6027895134961907,0.3169808419784933,3.8884497299021286,0.8713410341398343,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test17.csv,16.60703391124416,-0.0,13.01138541838426,-0.0,-0.0,-0.2650719759869027,-0.0,13.376971052142316,-0.0,-0.0,5.297945172102726,0.17043057412958426,-0.0,-0.0,0.6305724833130728,5.074748323390262,-0.0,1.5451320159549726,2.3936850750664207,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test18.csv,188.07246214776805,-0.0,11.798197184936395,-0.0,-0.0,2.5659029616703783,6.220767939492371,4.474329371720455,-0.0,-0.0,1.200344071519918,9.35731061967616,10.469468759764178,-0.0,0.7131547704435137,0.26950147858312906,0.688269334421203,1.0833877362595683,0.47556655301730616,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test19.csv,122.13168872661021,-0.0,8.811694892882425,-0.0,-0.0,0.5264869420369745,0.002573796431422185,3.869602068372485,-0.0,-0.0,0.5290990152567233,0.053450080270377585,0.1626229301095063,-0.0,0.18373029645463043,0.3926630463240979,-0.0,5.849632036357752,0.692893281808457,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test2.csv,127.19076870500969,-0.0,0.14049330289215156,-0.0,-0.0,-0.0,-0.0,5.907655250042691,-0.0,-0.0,0.5138356030378253,-0.0,-0.0,-0.0,0.17842865539972363,-0.008063940590548985,0.2435888329795751,1.5324918283887128,0.6721739986690762,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test20.csv,44.249702445838864,-0.0,26.003795404956247,-0.0,-0.0,-0.0,-0.0,8.36148970573555,-0.0,-0.0,1.1460345479209029,0.11605921790136615,-0.0,-0.0,0.3979547427714379,-0.017760501743763438,-0.0,0.9780028250784203,1.4975697629158524,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test21.csv,80.30849031107194,-0.0,9.159209361287935,-0.0,-0.0,5.256423027985548,-0.0,18.625423926295007,-0.0,-0.0,0.7524302333850911,0.07672511611954784,1.4011811000127739,-0.0,0.2613010998242941,0.5539445824672669,-0.0,4.770634820009724,0.9821797812659299,69.74273472756991
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test22.csv,40.36713266178711,-0.0,22.639490553701812,-0.0,-0.0,-0.0,-0.0,8.93716010265587,-0.0,-0.0,1.2279192266053283,1.3771056720437966,0.3762455244959879,-0.0,0.4264386565021183,2.91141643949196,3.1104569300235765,1.050054425823928,1.6011556130992466,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test23.csv,104.42562985816883,-0.0,29.409225649492683,-0.0,-0.0,4.283158456432882,0.9458205939545388,15.877140692294683,-0.0,-0.0,4.179411865721191,0.6910179259804278,0.18901938742838784,-0.0,0.21410915903316943,0.4536538391040194,0.2898827128470176,0.5267579418673662,0.8029909047210885,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test24.csv,40.10166025610342,-0.0,22.0489774795412,-0.0,-0.0,-0.0,-0.0,10.831288177700927,-0.0,-0.0,1.9325520286100275,7.459409804763922,0.18143651963545132,-0.0,1.1421425324298073,29.360296135585454,-0.0,3.7192746760939808,0.7695180614393429,0.2810600326758977
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test25.csv,135.5975920113513,-0.0,64.95654845763542,-0.0,-0.0,-0.0599244906972839,-0.0,9.148634763754808,-0.0,-0.0,8.722471351768277,1.945225778263771,0.1536518053949085,-0.0,2.3725723458846915,2.973923415899394,0.2340959223450253,3.142060390945848,0.6506226346183293,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test26.csv,69.65551876379847,1.0737207226287182,5.116822181725122,-0.0,-0.0,-0.0,23.175155900286363,10.430539143166815,-0.0,-0.0,2.8089851798308656,14.471614665844868,-0.0,-0.0,0.301818137540238,-0.00842083071772272,-0.0,5.385233200878708,1.1159796679901943,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test27.csv,37.503511441532666,-0.0,20.572571791509745,-0.0,-0.0,1.2373228563586132,-0.0,14.224881791217062,-0.0,-0.0,1.2729975033755,0.14718269976410983,-0.0,-0.0,0.44039288121515474,3.4033506775789473,-0.0,1.0802898138825565,1.6267093258706564,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test28.csv,25.77393700586448,-0.0,0.6470953375787496,-0.0,-0.0,-0.0,-0.0,11.900112222847447,-0.0,-0.0,1.6691931439299064,-0.0,-0.0,-0.0,0.5775265501379336,0.9215644955708222,-0.0,1.4154965917159303,2.130969681642819,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test29.csv,52.83142726080047,-0.0,56.69000545886419,-0.0,-0.0,1.047775444698387,4.89421482079373,12.832587709306942,-0.0,-0.0,1.0802278908125738,0.1250870501857165,-0.0,-0.0,0.373816861017443,12.489306701192733,-0.0,7.853772813496536,1.3777717620382208,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test3.csv,30.20222331882481,-0.0,36.633221941794865,-0.0,-0.0,-0.0,-0.0,14.585031493155556,-0.0,-0.0,1.2301741696770918,1.3610109551205205,-0.0,-0.0,0.4257446498689392,0.6818384729106653,-0.0,1.0450893244996464,4.467036252798706,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test30.csv,37.95758159104891,-0.0,24.214487325488122,-0.0,-0.0,-0.146887104410942,-0.0,9.62578011214005,-0.0,-0.0,1.3564191013952034,1.8381812382413243,-0.0,-0.0,0.46948855583928606,7.815668259871266,-0.0,3.9084014689956756,1.728817013692724,27.81427491690805
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test31.csv,105.01461728017998,-0.0,1.646735373147014,-0.0,-0.0,-0.06903344661533839,0.9629302035282254,7.660605933836427,-0.0,-0.0,1.817082552567102,0.8788142419384682,-0.0,-0.0,0.22462464322038384,1.496026927896945,0.29170689581332443,0.5513022688664426,0.8262728318626078,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test32.csv,69.0715117918627,-0.0,14.451749760095437,-0.0,-0.0,-0.09471519471712417,0.8833994036328429,29.876975154664876,-0.0,-0.0,5.923911402703786,45.64953469505706,7.458663560988978,-0.0,3.722650604030344,2.0868786077133117,-0.0,0.7695714029523465,1.1532045148325663,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test33.csv,26.12826547554621,-0.0,17.586654385493357,-0.0,-0.0,11.298704515885422,-0.0,20.10590213742432,-0.0,-0.0,4.779634020365483,1.894479391778034,-0.0,-0.0,0.5949261781916414,14.76084874232651,-0.0,1.449572347489558,2.1717754573206123,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test34.csv,116.18487867981466,-0.0,1.5452172770006316,-0.0,-0.0,-0.059722955383115686,-0.0,7.096975071900454,-0.0,-0.0,0.6081107587766048,0.07600595027189101,0.17917392912213578,-0.0,0.21052058800901763,0.4444481962522732,-0.0,0.5125229444303083,0.7676901069811061,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test35.csv,75.24135175238938,-0.0,15.204217084758358,-0.0,-0.0,-0.0834609067944676,22.082521026195877,15.10894134199208,-0.0,-0.0,0.865977228752114,-0.0,-0.0,-0.0,0.29979593089811907,-0.0023381105331246087,-0.0,2.454167319270887,1.0922709983417664,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test36.csv,139.297685040131,-0.0,17.21030374264309,-0.0,-0.0,1.6656215623643655,0.015159920830235362,12.800723247286669,-0.0,-0.0,1.6536693196203662,0.06575806912001406,0.15446517764146805,-0.0,0.9690875786762634,0.38279938146270603,1.0673421662396998,3.1383047878544694,0.6627564801730705,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test37.csv,31.68753884572177,-0.0,24.886499934272685,-0.0,-0.0,3.5173467262701985,0.033466644562537985,12.913800300549719,-0.0,-0.0,3.0723062242272032,6.750050838925673,-0.0,-0.0,1.7298411894513448,74.91171857083003,-0.0,2.75017042648388,1.3987441505916498,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test38.csv,68.42890973348284,-0.0,30.750575321724792,-0.0,-0.0,2.986202743976762,0.02964438343323616,16.368475141083064,-0.0,-0.0,0.9467595203863154,1.0332302934565558,0.2762853794482459,-0.0,0.3287599125020441,-0.001826646499591693,-0.0,0.7986804159680122,1.1870130591556398,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test39.csv,67.48477876879599,-0.0,31.140514758211957,-0.0,-0.0,-0.07895996129502973,-0.0,11.094406493648062,-0.0,-0.0,6.126452954767566,1.2801353059371545,-0.0,-0.0,1.7562831740284728,0.6921842600720312,-0.0,0.8100852587593046,1.2037707357009921,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test4.csv,96.54050951441779,-0.0,17.718125587030254,-0.0,-0.0,0.7061556089126294,-0.0,8.408131206459894,-0.0,-0.0,4.64419963513031,0.09536897954742582,-0.0,-0.0,4.689222282102403,0.5250559538621848,-0.0,0.6145810623991331,0.9131096326911486,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test40.csv,19.486800295605637,-0.0,10.966434535678996,-0.0,-0.0,-0.07340654762754534,0.030634917182938596,6.590185778939728,-0.0,-0.0,0.9533485272858128,3.8590011290345636,-0.0,-0.0,1.4654634722394893,5.240846021334821,0.40955213228756626,2.6491813034591702,1.184666955059927,8.647054912615168
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test41.csv,61.684006272313766,-0.0,2.721373113439919,-0.0,-0.0,1.008789443871569,-0.0,11.96102589542895,-0.0,-0.0,1.048049796081791,0.13918059995493146,-0.0,-0.0,0.36662692483908066,2.668065216622223,-0.0,0.8776509173810155,1.3013167545440432,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test42.csv,-0.0,22.039648586157625,23.98912251356952,-0.0,-0.0,4.906164222973952,-0.2902798991522465,11.522263337938156,-0.0,-0.0,0.7272340238283239,-0.0,-0.0,-0.0,2.502036911402547,2.687669310384684,-0.0,5.024938288373194,2.9629294608745065,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test43.csv,-0.0,3.227371000846633,2.0142184372417753,-0.0,-0.0,-0.4706740976003476,-0.446496812379365,17.79437479944194,-0.0,-0.0,1.1271530853955403,-0.0,-0.0,-0.0,3.8669477460416495,-0.0,-0.0,3.0914743853325706,4.579034078756356,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test44.csv,-0.0,3.25827858655042,9.636948180096876,-0.0,-0.0,-0.4666699675894561,-0.44543044579137625,17.80973525785916,-0.0,-0.0,1.1328237511666661,0.20063237043375481,-0.0,-0.0,3.8750401114287722,-0.0,-0.0,3.0985995148856516,4.588218442520271,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test45.csv,-0.0,3.289125606646907,2.0593485253319757,-0.0,-0.0,-0.46266831538178965,-0.4443644091435448,17.82505769533971,-0.0,-0.0,1.1384897381706538,-0.0,-0.0,-0.0,3.88312329612084,-0.0,-0.0,3.1057172959140287,4.5973914394973505,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test46.csv,-0.0,1.897092674182115,25.831932715289593,-0.0,-0.0,-0.26209665111088754,0.5257736531420827,35.84034220599481,-0.0,-0.0,3.144151050267873,5.251751309899221,19.005966279142044,-0.0,2.223541320304711,-0.0,-0.0,5.131728215768343,2.632316047860227,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test47.csv,-0.0,10.235907208795291,9.345910918568594,1.3687906978133029,-0.0,-0.43660231644978936,0.8908510280828297,17.14136532835463,-0.0,-0.0,1.1069837004945695,0.20079896488356655,-0.0,-0.0,3.7451079374660377,-0.0,-0.0,2.9990752916896635,4.433420881932476,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test48.csv,-0.0,3.3823578277377826,9.767712904952116,-0.0,-0.0,-0.45081103364729547,-0.4381677074950552,17.872565702196912,-0.0,-0.0,1.1587953285263197,-0.0,-0.0,-0.0,3.9093846927696836,0.6376911045424554,-0.0,7.821885781737113,4.627511330129416,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test49.csv,-0.0,3.41296170575686,2.1500995070743145,-0.0,-0.0,-0.44681919513637514,-0.43710391798159753,17.887732618775633,-0.0,-0.0,1.1644398868361163,-0.0,-0.0,-0.0,3.917428913930939,-0.0,-0.0,3.138660358429386,4.636635697295098,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test5.csv,73.73924388055062,-0.0,5.393572247663956,-0.0,-0.0,0.9083492676868441,-0.0,20.951430996740818,-0.0,-0.0,0.9387799204698444,2.9718917360741153,1.5510200045598794,-0.0,1.4306295178153945,18.39670572012789,0.39367694894642763,5.387442093548703,1.1614371929817897,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test50.csv,-0.0,2.504367718767562,1.6098609415329095,-0.0,-0.0,4.770862365735084,3.1867717802295545,13.068955561421852,-0.0,-0.0,0.8576045142742678,5.845113973433959,-0.0,-0.0,2.864428600864475,-0.0,-0.0,2.301769412752141,3.3884820616779145,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test51.csv,-0.0,15.390522073990692,7.939567300130988,-0.0,-0.0,-0.34172881771221175,-0.3461558244501909,14.397496750115678,-0.0,-0.0,0.9480794181675201,0.18011390445149034,-0.0,-0.0,3.15825523037258,-0.0,-0.0,2.5382980294293747,3.735856523230183,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test52.csv,-0.0,7.541347318451978,7.968147329181894,-0.0,-0.0,6.184231955998581,4.273362159709999,14.41651160803624,-0.0,-0.0,0.9527341512248351,0.1821023063060896,26.666380052472864,-0.0,3.1653723254605257,-0.0,-0.0,2.5444545492070736,3.7440388435042125,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test53.csv,-0.0,3.536710181672458,9.995841402755092,-0.0,-0.0,-0.4159249473496003,-0.4283405746021136,18.044361015966004,-0.0,-0.0,1.1967322648138616,0.23011235982861747,-0.0,-0.0,3.9656037014234227,-0.0,-0.0,3.1882574866849898,4.6902663280888,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test54.csv,-0.0,3.5670115953016066,2.3084211428361314,-0.0,-0.0,-0.41195469676336915,-0.427279825661952,18.059102696619554,-0.0,-0.0,1.202345522021111,0.23257207911500952,-0.0,-0.0,3.9735841427687553,-0.0,-0.0,3.1952827986830457,4.699313028177799,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test55.csv,-0.0,2.8778029049285188,15.946637702232668,-0.0,-0.0,-0.32638952241229763,4.295122380304744,24.073807887964552,-0.0,-0.0,4.491135806959234,-0.0,8.804778952197868,-0.0,3.1852444243164513,-0.0,0.8830700883518828,2.5618406920828365,3.7666788254846377,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test56.csv,-0.0,3.628846220352723,10.090130727662276,-0.0,-0.0,-0.40407205801387924,-0.42290725219494785,18.08847668032108,-0.0,-0.0,1.2157997453470348,0.2350305299818025,-0.0,-0.0,3.9904212803267236,-0.0,-0.0,3.209972234026728,4.718538285784652,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test57.csv,-0.0,3.658967086876372,10.120754386208459,-0.0,-0.0,-0.40010914213639515,-0.4218481843570163,18.10310916378563,-0.0,-0.0,1.2213972703096199,0.23748771308309075,-0.0,-0.0,3.998373566415462,-0.0,-0.0,3.21697515045203,4.7275499958269975,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test58.csv,-0.0,14.345961291655023,5.862185087265858,-0.0,-0.0,1.4718017619222121,-0.28052629613397684,12.0784702854878,-0.0,-0.0,0.8179934512348459,-0.0,-0.0,-0.0,2.6708778871516605,-0.0,-0.0,2.1493138962650145,3.15770036850857,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test59.csv,-0.0,14.701048884205472,15.093556020685368,-0.0,-0.0,1.8378476616809143,0.8198703809958628,15.018384136674877,-0.0,-0.0,1.0203442136522465,2.121286006740907,-0.0,-0.0,3.3233926539753393,-0.0,-0.0,2.674814626862045,3.928960545848971,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test6.csv,107.7943447620344,-0.0,29.11684584671445,-0.0,-0.0,0.5466619024817125,-0.0,7.367393539829345,-0.0,-0.0,1.899141805412055,0.10021067016270822,0.12449501700621096,-0.0,0.25742085630317363,3.4070578112774053,-0.0,0.5980841588356263,0.8783045359599458,105.73019194208744
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test60.csv,-0.0,2.9997468074555536,17.760803667438346,-0.0,-0.0,-0.3005111761764173,-0.3337947593421737,14.588294544640826,-0.0,-0.0,1.0015674025575252,-0.0,-0.0,-0.0,3.2256996192542915,-0.0,-0.0,2.5994553779256386,3.8169979021604656,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test61.csv,-0.0,3.7810371407817294,2.527399138576984,-0.0,-0.0,-0.37174013904714553,-0.41621195327445537,18.258664481433108,-0.0,-0.0,1.2577335375182286,0.247048880373733,-0.0,-0.0,4.040944378047671,-0.0,-0.0,3.256951797306052,4.781374855544442,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test62.csv,-0.0,3.8108597783977713,10.373428116058038,-0.0,-0.0,2.264405538909481,-0.41515495700178373,18.272875707964214,-0.0,-0.0,1.2632964636423882,0.2494998658933422,0.6779838410750992,-0.0,4.048839346265645,-0.0,-0.0,3.2639062612114706,4.790308797554907,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test63.csv,-0.0,3.8406239764392778,10.403379761409798,-0.0,-0.0,-0.36177272902230784,-0.4140982877700382,18.287051758192025,-0.0,-0.0,1.2688547998935085,0.2519495874971514,-0.0,-0.0,4.056725357733371,-0.0,-0.0,3.2708535526087363,4.799231682706448,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test64.csv,-0.0,48.88883770453399,12.714933540926303,-0.0,-0.0,0.8702201992592992,-0.15734931256305906,18.38324016841118,-0.0,-0.0,0.4854889714509002,-0.0,-0.0,-0.0,4.012060300758686,-0.0,-0.0,1.2486833062458045,1.8316737236888747,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test65.csv,-0.0,3.8979816732277994,10.486123036373318,-0.0,-0.0,2.2981025030070716,5.4396747857790375,18.34727380787865,-0.0,-0.0,1.2806086416663267,0.25439804583693215,0.681277167906117,-0.0,4.0793370901752635,-0.0,-0.0,3.2868193768054623,4.8207280869064535,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test66.csv,-0.0,3.9275751497344684,2.648677581492258,-0.0,-0.0,-0.3449450990552556,-0.40910702142890143,18.3612657043938,-0.0,-0.0,1.2861526939421797,-0.0,-0.0,-0.0,4.08718850230481,-0.0,-0.0,3.2937430366891203,4.829613324422659,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test67.csv,-0.0,3.9571106357240566,10.547478191673346,-0.0,-0.0,-0.34101877164247374,-0.4080522234643503,18.37522296750174,-0.0,-0.0,1.2916921719174748,0.2568452415641202,-0.0,-0.0,4.095031007097987,-0.0,-0.0,3.3006595558344487,4.838487565357779,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test68.csv,-0.0,3.986588244833096,10.577016970715373,-0.0,-0.0,-0.3370948738877446,-0.40699775186055565,18.389145682928714,-0.0,-0.0,1.2972270793663878,0.2592911753298152,-0.0,-0.0,4.102864614660066,-0.0,-0.0,3.3075689416060716,4.847350823321445,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test69.csv,-0.0,4.01600809047544,10.606485680458935,-0.0,-0.0,-0.3331734042875665,-0.4059436065165395,18.40303393618879,-0.0,-0.0,1.3027574200599799,0.26173584778478126,-0.0,-0.0,4.110689335084854,0.6622159319785385,-0.0,3.3144712013610156,4.856203111906444,-0.0
C:/Users/huang/Dropbox/AlexXuRichard/School tests/Van p&h&cs\test7.csv,83.84930925519768,-0.0,14.797381654543212,-0.0,-0.0,0.8826580732546729,-0.0,9.713123334343893,-0.0,-0.0,0.8971527841470117,0.12838077996120817,1.4182625809442673,-0.0,0.32925289020616655,7.978124593237999,-0.0,0.7520074737619746,1.1015194969106576,-0.0
